2609_0	['C(CC=C)=O', 'C(C=C(C(O)=O)C)=O']	['C(C(C=C)C(C(O)=O)(C)CC=O)=O']	Michael Addition 0,2, 	1186.62
2611_0	['C(CC=C)=O', 'C(C=C(C(O)=O)C)=O']	['C(C(C=C)C(C=O)C(C(O)=O)C)=O']	Michael Addition 0,2, 	1051.16
2613_0	['C(C(CO)O)(O)=O', 'C(C)=CC=O']	['C(CC(C)C(C(C(O)=O)O)O)=O']	Michael Addition 0,2, 	984.68
2615_0	['C(C(CO)O)(O)=O', 'C(C)=CC=O']	['C(C(CO)(C(C)CC=O)O)(O)=O']	Michael Addition 0,2, 	980.83
2617_0	['C(C)=O', 'C(C)=CC=O']	['C(CC(C)CC=O)=O']	Michael Addition 0,2, 	527.23
2619_0	['C(C)=O', 'C(C)=CC(C(O)=O)=O']	['C(CC(C)CC(C(O)=O)=O)=O']	Michael Addition 0,2, 	666.43
2621_0	['C(C)=O', 'C(CC(C(O)=O)=C)=O']	['C(CCC(C(O)=O)CC=O)=O']	Michael Addition 0,2, 	418.67
2623_0	['C(C)=O', 'C(C=C(C(O)=O)C)=O']	['C(CC(C(O)=O)(C)CC=O)=O']	Michael Addition 0,2, 	1280.6
2625_0	['C(C)=O', 'C(C=C(C(O)=O)C)=O']	['C(CC(C=O)C(C(O)=O)C)=O']	Michael Addition 0,2, 	688.46
2627_0	['C(C)=O', 'C1(C(C)=CC(C(O1)=O)=O)=O']	['C(CC1C(C(OC(C1C)=O)=O)=O)=O']	Michael Addition 0,2, 	-252.26
2629_0	['C(C)=O', 'C1(C(C)=CC(C(O1)=O)=O)=O']	['C(CC1(C(OC(C(C1)=O)=O)=O)C)=O']	Michael Addition 0,2, 	-197.98
2631_0	['C(C)=O', 'C=C1C(OC(C(C1)=O)=O)=O']	['C(CCC1C(OC(C(C1)=O)=O)=O)=O']	Michael Addition 0,2, 	40.54
2633_0	['C(CC(C)O)=O', 'C(C)=CC=O']	['C(C(C(C)CC=O)C(C)O)=O']	Michael Addition 0,2, 	715.4
2635_0	['C(CC(C)O)=O', 'C(C)=CC=O']	['C(CC(C)CC(CC=O)O)=O']	Michael Addition 0,2, 	534.5
2637_0	['C(CC(C)O)=O', 'C(C)=CC=O']	['C(CC(C)(C(C)CC=O)O)=O']	Michael Addition 0,2, 	588.78
2639_0	['C(CC(O)=O)=O', 'C(C)=CC=O']	['C(C(C(O)=O)C(C)CC=O)=O']	Michael Addition 0,2, 	976.28
2641_0	['C(C(CO)=O)=O', 'C(C)=CC=O']	['C(CC(C)C(C(C=O)=O)O)=O']	Michael Addition 0,2, 	560.2
2643_0	['C(CO)(O)=O', 'C(C)=CC=O']	['C(CC(C)C(C(O)=O)O)=O']	Michael Addition 0,2, 	596.07
2645_0	['C(CO)(O)=O', 'C(C)=CC(C(O)=O)=O']	['C(C(C(C)CC(C(O)=O)=O)O)(O)=O']	Michael Addition 0,2, 	889.84
2647_0	['C(CO)(O)=O', 'C(CC(C(O)=O)=C)=O']	['C(C(CC(C(O)=O)CC=O)O)(O)=O']	Michael Addition 0,2, 	430.0
2649_0	['C(CO)(O)=O', 'C(C=C(C(O)=O)C)=O']	['C(C(C)(C(C(O)=O)O)CC=O)(O)=O']	Michael Addition 0,2, 	707.45
2651_0	['C(CO)(O)=O', 'C(C=C(C(O)=O)C)=O']	['C(C(C(C=O)C(C(O)=O)C)O)(O)=O']	Michael Addition 0,2, 	711.54
2653_0	['C(C(C)=CC(C(O)=O)=O)(O)=O', 'CO']	['C(C(C)C(C(C(O)=O)=O)CO)(O)=O']	Michael Addition 0,2, 	470.44
2655_0	['C(C(C)=CC(C(O)=O)=O)(O)=O', 'CO']	['C(C(C)(CO)CC(C(O)=O)=O)(O)=O']	Michael Addition 0,2, 	134.44
2657_0	['C=C(C(O)=O)CC(C(O)=O)=O', 'CO']	['C(C(CCO)CC(C(O)=O)=O)(O)=O']	Michael Addition 0,2, 	475.91
2659_0	['C(CO)O', 'C(C)=CC=O']	['C(CC(C)C(CO)O)=O']	Michael Addition 0,2, 	510.7
2661_0	['C(CO)O', 'C(C)=CC(C(O)=O)=O']	['C(C(CC(C)C(CO)O)=O)(O)=O']	Michael Addition 0,2, 	469.83
2663_0	['C(CO)O', 'C(CC(C(O)=O)=C)=O']	['C(C(CC(CO)O)CC=O)(O)=O']	Michael Addition 0,2, 	4.75
2665_0	['C(CO)O', 'C(C=C(C(O)=O)C)=O']	['C(C(C)(C(CO)O)CC=O)(O)=O']	Michael Addition 0,2, 	775.68
2667_0	['C(CO)O', 'C(C=C(C(O)=O)C)=O']	['C(C(C)C(C=O)C(CO)O)(O)=O']	Michael Addition 0,2, 	775.68
2668_0	['C(C(C)=O)(O)=O', 'C(C)=CC=O']	['C(CC(C)CC(C(O)=O)=O)=O']	Michael Addition 0,2, 	602.89
2670_0	['C(C(CO)CC(C(O)=O)=O)(O)=O']	['CO', 'C(C(C=CC(O)=O)=O)(O)=O']	Michael Addition 0,2, (reverse)	-447.84
